标题,价格,店铺,销量,地点,商品详情页,店铺链接,图片链接
四川特色工艺品礼物送老外蜀绣双面绣熊猫纪,368,guowenchang1,4人付款,四川 成都,https://click.simba.taobao.com/cc_im?p=%CA%F1%D0%E5&s=948306118&k=737&e=B4WYnUEnPYb43fmIIhIN8hrOigmueamuWdhaXBAE%2BP2uAWqzOgvvXJI%2F5xR0qVEUq4wUzvoXF61vlR2wVIt0aN5tx5WIk0N%2FupEk2UiLuzAPWgOR%2FgxYhBzPLNfW5XajTh8vP7u%2FksNgr%2FzQLTSZPPvVBm1Eztm2m%2FQm75xu8%2FIxtQfeP0S9hv0We0L69LdCERdt5LRxSsGYN9oMNcgDjpvpBDl%2F%2BID1J9o3SlSI3ofiD8nm8sdpZmTWBCj4Fo7v5XkmrjYwjktPVI8UZjB6DMr0nmzYW%2FQvGtMU08Ee%2BEu5didDF0%2F34lQUJgS88HJGzxc3PBc3q%2B33B6lqj5llfJOeuSRGUMVAsehLXTBZGX2F6KECwOjaexYna%2FKaWkhyFq1BSf6LRpvpW9oQFCDBHTlQxqtTyWrfcMNzE1ka6i5iNLSn9ZzMh0S8d6zT%2B5YTVBQmBLzwckah%2BJUL7nc%2FyfpJp1ELtkMgCHEwatnI3zkBOzvUGrhQXz%2FxVU%2BMW2FwFxQb1sN6ZxDaqe8Pcbtb%2Fg9cMsi9oLiQ4%2Bx%2F5KxslbUQqOdswzNMKhNi80u9qFAtmgiGsWWdEmFeX1oKjcxhqEy5J9pvEQuIWPQNsLAIKN1%2Fz%2FjwVcULLNG35Dcnbp9FDDIFy0Kxmv6SATNTwjZnlVRBI%2Bp51d10ra6rmgf6gPMnbgZ9dyhYIESmcmulHpPz2uLgqs7QOq2tJI2co5M%2FrTSgTCAwqbGN#detail,https://click.simba.taobao.com/cc_im?p=%CA%F1%D0%E5&s=948306118&k=705&e=blcJQ4rInO343fmIIhIN8hrOigmueamuWdhaXBAE%2BP2uAWqzOgvvXJI%2F5xR0qVEUq4wUzvoXF60V%2Fe%2BVOkQQ6d5tx5WIk0N%2FupEk2UiLuzAPWgOR%2FgxYhBzPLNfW5XajTh8vP7u%2FksNgr%2FzQLTSZPPvVBm1Eztm2m%2FQm75xu8%2FIxtQfeP0S9hv0We0L69LdCERdt5LRxSsGYN9oMNcgDjpvpBDl%2F%2BID1J9o3SlSI3ofiD8nm8sdpZmTWBCj4Fo7v5XkmrjYwjktPVI8UZjB6DMr0nmzYW%2FQvGtMU08Ee%2BEu5didDF0%2F34lQUJgS88HJGzxc3PBc3q%2B33B6lqj5llfJOeuSRGUMVAsehLXTBZGX2F6KECwOjaexYna%2FKaWkhy%2Bvwa0uU%2BBNGeEtNya4K8%2BlUCH7VqsZ03Gw20oOlaXeaXkIoO0hXGx%2BGPLy%2Fxd8o%2BXmy5beas99nUb6OaAM8FoROgHQmEL1EU9zv32noN8Kik5SrFM0cqEmcr%2B3aCCBKJWsgrKJnwCTFCxhR1HJnRuCSgEc%2BvnPkha6vjBswGNAxRi1ImfBTWtN2c4V3leQmCSiVXUi6F1sKUzqqNbs6eYAwDMno5%2B%2FHigMsyJn3pd51ogF58WaGkoSaJb7YH%2FY4MpOuqmAlhcexl4QP%2B%2Buy26owBTs61gD7w155YkdLtEFg80od8Zh6HshUqUOzjI2tc,//g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i1/15508594/O1CN01bNIglr2DM6XEH3vAP_!!0-saturn_solar.jpg
刺绣苏绣成品挂画带框银杏锦鲤九鱼客厅,2118,jackal0416,11人付款,江苏 苏州,https://click.simba.taobao.com/cc_im?p=%CA%F1%D0%E5&s=948306118&k=793&e=769zdAkg%2F4j43fmIIhIN8hrOigmueamuWdhaXBAE%2BP2uAWqzOgvvXJI%2F5xR0qVEUq4wUzvoXF62irwC8YlQhNISvhN%2F6PaCBOW5qTQ16kEoPWgOR%2FgxYhBzPLNfW5XajTh8vP7u%2FksNgr%2FzQLTSZPPvVBm1Eztm2m%2FQm75xu8%2FIxtQfeP0S9hv0We0L69LdCERdt5LRxSsGYN9oMNcgDjpvpBDl%2F%2BID1J9o3SlSI3ofiD8nm8sdpZi%2B3A0pSU7%2FklbpHKPfQ146O07f%2FwhCyBb4zq9iexzYz%2BCyyVdiH3O52xi80lngc7VSA1whgp1444fHKNVficGDIbQ5pNsxc9AHFuRBTbuZK4dmXEdlhMP4v7Qcjm8AEtCqqBM%2FwIzO%2FOuCplaCsjEX6GpJjZ4Hyjd4yH5aXYKDfK8m9OO7o91sGsUHHrJztngZ5CA8sWK7y47at%2F7yUsaxrsSC7fl4Ekwj%2BuA9fit0SyMP2vi7lzaeXiMnnzG97puV5Jq42MI5L2yYyKqpY1hCofBNPDo02grP7eCRJNOWxJ3QUnoynV7oBF35nZ9pNOLMZ4dMomAUHfMWRAZOsKQtq8JbhCIWxaYooD8A6evIdLaEQ8B7GaXuIzbJ1XCkYJZLttaKXXbfZMmxRR4wcRDdHCKIt9tleTtEatemcDKN2gf95i2jo4lC1%2BPKg8K9l7kEkJRbWcTIxSJ3JaXe4jrQR8EFXHrwR4Wi5UKoMBIFm7%2Fh3b6deq2NpDA8mvD5pSnWvpAyA5qZFtSYmCg%2BiYFTKz%2FF4q20EFA%3D%3D#detail,https://click.simba.taobao.com/cc_im?p=%CA%F1%D0%E5&s=948306118&k=761&e=k1c%2FidV183743fmIIhIN8hrOigmueamuWdhaXBAE%2BP2uAWqzOgvvXJI%2F5xR0qVEUq4wUzvoXF63gKw9CtA96%2FoSvhN%2F6PaCBOW5qTQ16kEoPWgOR%2FgxYhBzPLNfW5XajTh8vP7u%2FksNgr%2FzQLTSZPPvVBm1Eztm2m%2FQm75xu8%2FIxtQfeP0S9hv0We0L69LdCERdt5LRxSsGYN9oMNcgDjpvpBDl%2F%2BID1J9o3SlSI3ofiD8nm8sdpZi%2B3A0pSU7%2FklbpHKPfQ146O07f%2FwhCyBb4zq9iexzYz%2BCyyVdiH3O52xi80lngc7VSA1whgp1444fHKNVficGDIbQ5pNsxc9AHFuRBTbuZK4dmXEdlhMP4v7Qcjm8AEtCqqBM%2FwIzO%2FOuCplaCsjEX6GpJjZ4Hyjd4yH5aXYKDf0C8%2Fb%2FfgzwOHIx2YXeUPQSVfNSeA6wWyCynSYQagyLP1%2FOSDT0wRatqLObK6VAYcU47GdUFteUwDZhdVJtoczSlRSFsRXrVAs32m8o%2F5%2B92PUYJHbPn05JbJ7ohU0okaSON8QJfWb1RF7h4pOr2DXR1gEGsdCrmM34OaaCRToMBFWuZ2OSJ95nl6sZ6iyQifHX%2FKvJ3OOyzpgZDZFf5bSJ8bSuRnpQ4OK704gKWM0GXOc9QgAylBszyyMAMPQmCukGKobY0Dv9mwzkBeBV39UKUj9%2F7dSNcKx3SRXR14he4m7Cjw2K4I2eRck2QZG552V2scRLq8IJq0i6rlEpCgNg%3D%3D,//g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i2/15649859/O1CN01jy5sWy2MhTanUNxvA_!!0-saturn_solar.jpg
佛家法会礼带用品绸缎带祈福带许愿带平安吉,11.9,菩易绣品店,1人付款,浙江 杭州,https://click.simba.taobao.com/cc_im?p=%CA%F1%D0%E5&s=948306118&k=793&e=5EnIYVMGlTX43fmIIhIN8hrOigmueamuWdhaXBAE%2BP2uAWqzOgvvXJI%2F5xR0qVEUq4wUzvoXF627pO74HNnqGSYB4pSVlnVaOW5qTQ16kEoPWgOR%2FgxYhBzPLNfW5XajTh8vP7u%2FksNgr%2FzQLTSZPPvVBm1Eztm2m%2FQm75xu8%2FIxtQfeP0S9hv0We0L69LdCERdt5LRxSsGYN9oMNcgDjpvpBDl%2F%2BID1J9o3SlSI3ofiD8nm8sdpZijzcxFlvL%2FsDOqwToh6%2FX5PVI8UZjB6DMr0nmzYW%2FQvGtMU08Ee%2BEu5didDF0%2F34upOtNJ7sqcK007wKFzF3ZqsngUBcVW8uScgjyU2kOXCSTtzYMOxStrj97kKZNq4zsYP0K1nnjbaXhzpLUWADROlXr3oDdSadEsD4TyIZB9ayfJ8jKw0ISwIsNlNmH5yAfrbYUVFAloFE0So2x4hcW8I%2FMQ7hgdB%2BeGPLy%2Fxd8o%2B9tYrpU7aroze6M2Zk44Z3d8x0jcp8clIvaiQmSobGWbb60gZKkCrW5YAx7xl4UJf8jPNnRGRFv%2BNZtf0D6K2ccQhQFPodCy2Vh4REww3FXBxnIZ2pxqcGAMnOJn9s3mpfgXhZFc8N0GgWR8%2BMgCMQUqQ%2FFVmyvEL%2FljGXwtUDeUE05jNHpCwKrjiYJ5QPSWLvYf4Wj6s%2FHXbliRvRkBVwATNFTYyBmRnW3uBtSSWIzi9hppR6SX8lsKq%2FRkgRTyt2zzJoC6JigaNJ2bLpwIm%2FaLwpYd%2FgO4s%2FVPos82tuYtKkV%2Fmz7gJZA%3D%3D#detail,https://click.simba.taobao.com/cc_im?p=%CA%F1%D0%E5&s=948306118&k=761&e=u2YgbjOyXPn43fmIIhIN8hrOigmueamuWdhaXBAE%2BP2uAWqzOgvvXJI%2F5xR0qVEUq4wUzvoXF60ZcOEmz8CrXCYB4pSVlnVaOW5qTQ16kEoPWgOR%2FgxYhBzPLNfW5XajTh8vP7u%2FksNgr%2FzQLTSZPPvVBm1Eztm2m%2FQm75xu8%2FIxtQfeP0S9hv0We0L69LdCERdt5LRxSsGYN9oMNcgDjpvpBDl%2F%2BID1J9o3SlSI3ofiD8nm8sdpZijzcxFlvL%2FsDOqwToh6%2FX5PVI8UZjB6DMr0nmzYW%2FQvGtMU08Ee%2BEu5didDF0%2F34upOtNJ7sqcK007wKFzF3ZqsngUBcVW8uScgjyU2kOXCSTtzYMOxStrj97kKZNq4zsYP0K1nnjbayXpxJ3aGxjb6Nuu3HEvgA5UQkirc7TiDn%2F85q2yNKFYLKdJhBqDIs%2FX85INPTBFq2os5srpUBhxOx9%2FZZa1DO1NUqkZgA7LMLyxMKMHCD6kZmE9EYqLC%2FQ1zgw8fxa29HPFUcMhEfswZaUa12fvoihcUG9bDemcQ2qnvD3G7W%2F4PXDLIvaC4kISK%2FKDCMg5xEKjnbMMzTCoTYvNLvahQLZoIhrFlnRJhXl9aCo3MYahMuSfabxELiFj0DbCwCCjdf8%2F48FXFCyzRt%2BQ3J26fRQwyBctCsZr%2BkgEzU8I2Z5UG58DcFmMVfOzG0o1IlqQ1witFKQgUGXh%2Btl1W7zHH9EDezD2uep68BKeSYvYIXV0Fwf327mrM5g%3D%3D,//g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i4/3151719722/O1CN01NWuGXU2LgjLS6YNyB_!!0-saturn_solar.jpg
苏绣桑蚕丝线 缠花线 绣花线 蜀绣湘绣粤绣手工刺绣DIY绣线常用色,62.5,18901544464luomin,8人付款,江苏 苏州,//item.taobao.com/item.htm?id=686489075167&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2108715791,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/2108715791/O1CN01MrUL0W1seKOfsIMnf_!!2108715791.jpg
苏绣手工刺绣鸡翅木龙头架台屏精品绣花摆件双面绣成礼品湘蜀绣,228,幸福的懒猫小天使,1人付款,江苏 苏州,//item.taobao.com/item.htm?id=605610218537&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2578594012,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/2578594012/O1CN01MBar5B1fVXmPYx5gO_!!2578594012.jpg
苏绣diy初学自绣材料包印图团扇子蜀绣手工绣花套件礼物送男友,48.88,t_1509966710869_0315,7人付款,江苏 苏州,//item.taobao.com/item.htm?id=672771380262&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=3380335400,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/3380335400/O1CN01p6n8XO1plFVR2qK1g_!!3380335400.png
蜀绣扇子熊猫手工刺绣双面绣花团扇圆形四川成都特产出国工艺礼品,128,w_b_li,5人付款,四川 成都,//item.taobao.com/item.htm?id=546303896938&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=1760642570,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/1760642570/O1CN01PRJyau1Ur6gReYznI_!!1760642570.jpg
成都蜀绣丝巾机场纪念品特色丝绸围巾真丝女春秋冬季披肩出国礼物,98,天府之国魅力之都,2人付款,四川 成都,//item.taobao.com/item.htm?id=631656764652&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2582918416,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2582918416/O1CN01mmxyiu2C2a3kQ9Tt7_!!0-item_pic.jpg
diy手工苏绣绣架厂家绣架十字绣蜀绣湘绣通用绣花架长方形卷绷,71,江南丝绣缘,5人付款,江苏 苏州,//item.taobao.com/item.htm?id=642712363273&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=896914702,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/896914702/O1CN01KH2dly1kbYyMSmgsz_!!896914702.png
刺绣 绣片  熊猫  牡丹  绣布 苏绣蜀绣粤绣广绣卞绣汴双面绣喜鹊,38,yangzhang725,3人付款,江苏 苏州,//item.taobao.com/item.htm?id=666230096243&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=3429020656,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/3429020656/O1CN015EZk6z1GiUYSSsLxg_!!3429020656.jpg
马卡龙色-苏绣桑蚕丝线 缠花线绣花线 蜀绣湘绣粤绣 手工刺绣DIY,125,18901544464luomin,2人付款,江苏 苏州,//item.taobao.com/item.htm?id=685533393463&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2108715791,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/2108715791/O1CN01QAbSK51seKOf6kMAb_!!2108715791.jpg
蜀绣丝巾手工刺绣真丝围巾女成都特产中国风特色礼物送老外纪念品,278,老秀馆旗舰店,11人付款,四川 成都,//detail.tmall.com/item.htm?id=656518578680&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=3063757766,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/3063757766/O1CN01aGVeLk27Esbc4gxbT_!!0-item_pic.jpg
蜀绣手工刺绣双面绣摆件中国风礼品送老外出国外事熊猫纪念品,298,老秀馆旗舰店,6人付款,四川 成都,//detail.tmall.com/item.htm?id=599262674917&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=3063757766,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/3063757766/O1CN019fnjR827EsToIkITq_!!0-item_pic.jpg
寻锦记蜀绣四川成都特色国宝熊猫双面绣刺绣商务外事礼品伴手礼,568,成都盛世家居专营店,6人付款,四川 成都,//detail.tmall.com/item.htm?id=606876565163&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=685496587,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/685496587/O1CN01Mw72Bu1yWtcXn5far_!!0-item_pic.jpg
蜀绣刺绣摆件蜀江锦院熊猫双面绣方圆简易架桌面屏风中国风送礼,1380,蜀江锦院旗舰店,9人付款,四川 成都,//detail.tmall.com/item.htm?id=680430438631&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=3684665251,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/3684665251/O1CN01O0NEJg1of0XJlJ9Kp_!!0-item_pic.jpg
手工蜀绣桌屏丨蜀江锦院原创锦鲤小绣品中国特色双面绣摆件礼品,698,蜀江锦院旗舰店,9人付款,四川 成都,//detail.tmall.com/item.htm?id=636341451069&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=3684665251,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/3684665251/O1CN01D3F62b1of0XFRCagy_!!0-item_pic.jpg
大熊猫蜀绣双面绣摆件工艺品萌萌哒手工刺绣中国出国纪念礼品包邮,162,luojie3898,20人付款,四川 成都,//item.taobao.com/item.htm?id=581017492625&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=78786457,//g-search1.alicdn.com/img/bao/uploaded/i4/i2/78786457/O1CN010MI8n41xZM9nQlyNe_!!78786457.jpg
蜀绣手工刺绣摆台工艺品特色礼物送领导商务礼品定制刻字蜀绣摆件,168,西祠宫坊成都专卖,4人付款,四川 成都,//detail.tmall.com/item.htm?id=637020055774&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2581201201,//g-search1.alicdn.com/img/bao/uploaded/i4/i3/2581201201/O1CN01gBCQbR1Kk6KVBNu7x_!!0-item_pic.jpg
蜀绣围巾手工刺绣丝巾中国特色礼物送老外的成都纪念品中国风礼品,128,西祠宫坊成都专卖,28人付款,四川 成都,//detail.tmall.com/item.htm?id=566808478529&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2581201201,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2581201201/O1CN01zl48e01Kk6PcbnvMA_!!0-item_pic.jpg
寻锦记蜀绣四川成都特色手工绣紫光檀摆件熊猫双面绣刺绣商务礼品,18000,成都盛世家居专营店,2人付款,四川 成都,//detail.tmall.com/item.htm?id=40371041485&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=685496587,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/685496587/O1CN01mZNL7N1yWtV82i5Kw_!!0-item_pic.jpg
蜀绣屏风手工双面刺绣摆件熊猫中国特色礼品送老外出国节日礼物,228,西祠宫坊旗舰店,3人付款,江苏 南京,//detail.tmall.com/item.htm?id=537215632157&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2908311042,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2908311042/O1CN01JzJicM1JZHHnlLEdl_!!0-item_pic.jpg
蜀绣双面绣大熊猫鸡翅木插屏摆件手工刺绣成都文创特色礼物包邮,203,蜀特旗舰店,1人付款,四川 成都,//detail.tmall.com/item.htm?id=660628103019&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2207296297201,//g-search1.alicdn.com/img/bao/uploaded/i4/i2/2207296297201/O1CN01S6GMf92346mteIqaL_!!0-item_pic.jpg
中国风女士真丝披肩 手工刺绣桑蚕丝外搭披肩女 非遗蜀绣中式礼品,3980,安靖蜀绣之乡旗舰店,2人付款,四川 成都,//detail.tmall.com/item.htm?id=677519085082&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2208646022805,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2208646022805/O1CN01iXLeOW1WajjM7jhZx_!!0-item_pic.jpg
中国风女士真丝披肩手工刺绣蜀绣桑蚕丝长围巾四川特色非遗礼品,3680,安靖蜀绣之乡旗舰店,1人付款,四川 成都,//detail.tmall.com/item.htm?id=656436922426&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2208646022805,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/2208646022805/O1CN01zr61FX1WajffTjUab_!!0-item_pic.jpg
大熊猫蜀绣手工刺绣双面绣中国特色民俗文化出国礼物摆件屏风包邮,246,蜀特旗舰店,5人付款,四川 成都,//detail.tmall.com/item.htm?id=615374366292&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2207296297201,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/2207296297201/O1CN01TaRKmY2346pm7cMTN_!!0-item_pic.jpg
成都蜀绣手工刺绣玉兰花披肩四川特色礼品送妈妈送老外母亲节礼物,1299,丑丑娃0422,8人付款,四川 成都,//item.taobao.com/item.htm?id=568597209613&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=277583047,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/277583047/O1CN01xS28S41YNZbbtnkck_!!0-item_pic.jpg
全手工刺绣团扇蜀绣双面绣成都包邮熊猫蜀绣扇子中国风送老外礼物,59,luojie3898,7人付款,四川 成都,//item.taobao.com/item.htm?id=534889496153&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=78786457,//g-search2.alicdn.com/img/bao/uploaded/i4/i2/78786457/O1CN01eVk9zU1xZMAFsN0UU_!!78786457.jpg
四川成都纪念品蜀锦蜀绣披肩围巾女商务礼品送老外文化礼物留念,148,铄雅旗舰店,18人付款,四川 内江,//detail.tmall.com/item.htm?id=535695746641&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2931565234,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/2931565234/O1CN01OCvF781oXDhcnccZT_!!0-item_pic.jpg
成都蜀绣双面绣屏风熊猫摆件中国风礼品送老外的出国小礼物工艺品,248,铄雅旗舰店,6人付款,四川 内江,//detail.tmall.com/item.htm?id=537668107964&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2931565234,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2931565234/O1CN01tRzLO61oXDeSOrDbE_!!0-item_pic.jpg
成都特色伴手礼蜀绣手工刺绣檀木如意架熊猫摆件中国风送老外礼品,438,丑丑娃0422,6人付款,四川 成都,//item.taobao.com/item.htm?id=684556742038&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=277583047,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/277583047/O1CN01ZmI9lN1YNZbi24yHI_!!0-item_pic.jpg
成都特产蜀绣手工刺绣荷花桑蚕丝围巾丝巾感恩节礼品送老师送母亲,278,许芳1232,4人付款,四川 成都,//item.taobao.com/item.htm?id=677491715536&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=603794228,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/603794228/O1CN01o3qCWF1h6TKRUjhI6_!!603794228.jpg
成都蜀绣手工刺绣桑蚕丝牡丹长丝巾中国风女士真丝围巾礼品送老师,288,许芳1232,8人付款,四川 成都,//item.taobao.com/item.htm?id=592204527548&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=603794228,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/603794228/O1CN01EuhDN51h6TIx10fPA_!!0-item_pic.jpg
苏绣绣架 实木绣绷 十字绣 湘绣 蜀绣刺绣绷架 书法画绷 厂家定制,70,刘佰平759238768,2人付款,江苏 苏州,//item.taobao.com/item.htm?id=642424747924&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2634511480,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/2634511480/O1CN01jVTHAq1MnsqlMiWgq_!!2634511480.jpg
蜀绣手工刺绣中国风特色礼物礼品工艺品四川成都熊猫纪念品小摆件,258,guowenchang1,5人付款,四川 成都,//item.taobao.com/item.htm?id=605138013852&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=48589795,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/48589795/O1CN01kDdtEG2MEAFkyqJlV_!!48589795.jpg
刺绣工艺苏绣成品挂画真丝手工刺绣三联带框装饰画客厅玄关蜀绣画,780,幻影楠风,3人付款,浙江 金华,//item.taobao.com/item.htm?id=596154633568&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=103109861,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/103109861/O1CN01IDne6B2MiO8j5wSUF_!!103109861.jpg
苏绣成品挂画玄关手工真丝透纱刺绣带框装饰画新中式蜀绣,490,幻影楠风,2人付款,浙江 金华,//item.taobao.com/item.htm?id=621773605514&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=103109861,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/103109861/O1CN01BBisKn2MiODIQAmyt_!!103109861.jpg
送老外中国特色礼品刺绣蜀绣双面绣摆件工艺品四川成都熊猫纪念品,588,guowenchang1,3人付款,四川 成都,//item.taobao.com/item.htm?id=605143333154&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=48589795,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/48589795/O1CN01icMJb32MEACzBmewc_!!0-item_pic.jpg
蜀锦蜀绣景泰蓝熊猫相框摆件成都纪念品中国风特色礼物送老外出国,108,锦绣宫坊,5人付款,四川 成都,//item.taobao.com/item.htm?id=670485247247&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2936302724,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2936302724/O1CN01sPPesW1VzdcvxbYFl_!!2936302724.jpg
蜀绣双面绣手工刺绣摆件成都纪念品中国风特色礼品送老外出国礼物,239,锦绣宫坊,6人付款,四川 成都,//item.taobao.com/item.htm?id=657778583559&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2936302724,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/2936302724/O1CN01buDvtY1VzdfqDYh9f_!!2936302724.jpg
双面绣熊猫蜀绣手工刺绣工艺品中国特色礼品送老外装饰摆件家居,268,西祠宫坊旗舰店,2人付款,江苏 南京,//detail.tmall.com/item.htm?id=591479311289&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2908311042,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2908311042/O1CN01X2MCxC1JZHDNHYz2R_!!0-item_pic.jpg
蜀锦蜀绣真丝围巾女特色中国风纯手工刺绣围脖送老外妈妈丝绸礼品,278,四川熊猫生活馆,1人付款,四川 成都,//item.taobao.com/item.htm?id=540728245483&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2717309641,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/2717309641/TB22H06aH1J.eBjy1zeXXX9kVXa_!!2717309641.jpg
熊猫蜀锦蜀绣摆件相框手工织锦中国风四川特色商务出国礼品送友人,98,梦之坞毛绒玩具,1人付款,四川 成都,//item.taobao.com/item.htm?id=566691866303&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=1732975202,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/1732975202/TB2GqQlgL5TBuNjSspmXXaDRVXa_!!1732975202.jpg
苏绣绣架厂家刺绣架子十字绣蜀绣湘绣通用绣花架长方形绷架老式绷,69,哈妮w,4人付款,江苏 苏州,//item.taobao.com/item.htm?id=641647964901&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=911113523,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/911113523/O1CN019PnXQO1bta3UnKyd6_!!911113523.jpg
成都特色伴手礼蜀绣手工刺绣熊猫摆件中国风礼品送老外新款蜀锦,89,曼绒轩时尚玩偶,1人付款,四川 成都,//item.taobao.com/item.htm?id=550386356718&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=1846126216,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/1846126216/O1CN011rJwsf1vmyUUc5Zsm_!!1846126216.jpg
